content_id,title,content_type,genre,sub_genre,language,country,release_year,added_date,age_rating,duration_minutes,seasons,episodes,director,cast_count,production_company,imdb_rating,jiohotstar_rating,watch_count_millions,completion_rate,is_original,awards_count
JHS03738,Eternal Warriors 3,Movie,Thriller,Survival Thriller,Telugu,India,2019,2/28/2021,U/A 13+,200,,,Kenji Kapoor,17,Phoenix Entertainment,8.1,,51.85,78.2,Yes,5
JHS00031,,Movie,Sports,Olympic Story,Telugu,India,2016,8/29/2016,U/A 16+,187,,,Sanjay Verma,9,Royal Entertainment,9.1,4.7,49.72,84.2,No,2
JHS06339,Crimson Frontier 4,Movie,Thriller,Political Thriller,Hindi,India,2010,11/12/2013,U/A 7+,188,,,Karan Williams,20,Nova Media,8.8,5,40.33,85.3,No,1
JHS04014,Warriors of the Labyrinth,Movie,Family,Parenting Drama,Hindi,India,2005,12/26/2005,U/A 13+,178,,,Divya Bailey,8,Crimson Films,9.5,4.9,37.33,72.8,Yes,6
JHS01655,Circle of Kingdom 2,TV Show,Action,Gunfight Drama,Tamil,India,2020,12/29/2021,U,,7,153,Harper Clark,19,Titan Motion Pictures,9.7,5,45.48,87.7,No,8
JHS07711,Rising Legacy 3,Movie,Action,War Action,Marathi,India,2002,8/1/2007,U/A 7+,127,,,Seo-yeon Johnson,5,Prism Productions,9.1,5,64.55,81.1,Yes,2
JHS06887,Journey and the Vendetta,TV Show,Sci-Fi,Post-Apocalyptic,English,UK,2008,12/7/2008,U/A 13+,,3,31,Karan Gupta,8,Prism Media,8.9,4.3,139.79,64.4,No,4
JHS01469,The Rising Reckoning 2,TV Show,Action,Action Comedy,English,UK,1999,6/14/2010,U/A 16+,,10,57,Ravi Morgan,17,Titan Vision,6.9,4.3,34.71,48.9,No,5
JHS06757,Vendetta Legend of the Labyrinth,Movie,Mystery,Detective,Hindi,India,1994,10/22/2005,U/A 7+,214,,,Jason Clark,18,Summit Productions,4.8,3.5,31.79,43.6,No,1
JHS06717,Solitary Symphony 5,TV Show,Adventure,Jungle Adventure,Hindi,India,1998,12/6/2000,U/A 7+,,11,157,Yuki Pillai,10,Pioneer Films,7.8,4.4,22.89,83.5,No,3
JHS01227,The Rising Odyssey,Movie,Sports,Boxing,Hindi,India,2025,1/3/2025,U/A 13+,161,,,Hiroshi Verma,17,Royal Motion Pictures,4.8,3.7,61.43,45.1,Yes,2
JHS03279,Frozen Mirage,Movie,Reality,Cooking Show,Malayalam,India,2006,10/5/2006,U/A 16+,114,,,Grace Park,2,Orbit Works,5.9,4,23.57,53.5,No,2
JHS07446,The Distant Empire 4,Movie,Mystery,Detective,Hindi,India,2023,11/7/2023,U/A 13+,107,,,Vikram Cook,15,Blue Productions,7.3,4,26.52,71.4,No,3
JHS03563,The Radiant Secret 3,TV Show,Action,Martial Arts,Tamil,India,2002,9/21/2006,U/A 13+,,4,25,,10,Emerald Productions,6.6,4.1,31.95,57.8,No,3
JHS03800,Broken Reckoning 2,Movie,,Legal Drama,Hindi,India,2008,8/21/2010,U/A 7+,145,,,Divya Verma,5,Lotus Motion Pictures,4.3,3.7,140.2,35,No,0
JHS09114,The Silent Journey,Movie,Horror,Zombie,Marathi,India,2012,,,125,,,Emily Bhatt,14,Ridge Media,8.9,4.9,85.17,81.5,No,5
JHS07805,Promise: Forgotten Empire,TV Show,Drama,Social Drama,Telugu,India,2011,11/1/2011,U/A 7+,,12,132,Daniel Taylor,13,Zenith Films,4.7,3.5,54.81,43.2,No,0
JHS05024,Horizon: Wild Odyssey,Movie,Sci-Fi,Alien Invasion,Hindi,India,2020,2/27/2021,U/A 7+,135,,,David Walker,10,Orbit Studios,8,4.6,48.77,64.6,No,1
JHS00863,Dark Mirage,Movie,Romance,Romantic Drama,Hindi,India,2000,10/13/2010,U/A 13+,77,,,Sarah Joshi,,Nova Creations,6.5,4.4,22.93,51.9,Yes,3
JHS09287,Shattered Labyrinth 4,TV Show,Kids,Animated Kids,Kannada,India,1996,1/12/1998,U,,6,81,,16,Coral Motion Pictures,6.2,4,19.14,,No,3
JHS09816,The Golden Alliance 4,Movie,Reality,Game Show,Hindi,India,2023,3/13/2023,U,165,,,Rajesh Park,3,Royal Pictures,5.9,4,71.96,45.6,Yes,2
JHS00451,Storm Legend of the Flame,Movie,Sci-Fi,Space Opera,Kannada,India,2001,4/20/2006,U/A 13+,,,,Rajesh Choi,13,Starlight Creations,7.9,4.6,34.63,80,No,8
JHS08686,Distant Mirage,Movie,Kids,Educational,Malayalam,India,2020,11/18/2020,U/A 16+,110,,,James Collins,11,Emerald Creations,9.7,5,39.95,82.2,No,4
JHS02914,Silver Path 2,Movie,Crime,Gangster,Hindi,India,2010,2/9/2024,U/A 13+,70,,,James Johnson,17,Starlight Creations,5.9,3.7,94.54,52.5,No,2
JHS07375,Last Labyrinth 2,Movie,Romance,Second Chance Romance,Tamil,India,1997,4/22/2022,U,89,,,Aarav Choi,17,Starlight Vision,6.6,4.1,14.03,71.3,Yes,0
JHS01120,Legacy Legend of the Odyssey,Movie,Adventure,Treasure Hunt,English,UK,1999,12/24/2001,U,,,,Liam Rivera,7,Golden Creations,9.4,5,60.5,88.9,No,4
JHS01914,Rising Reckoning,Movie,Crime,Heist,Malayalam,India,1995,6/25/1999,U/A 16+,136,,,Ravi Rao,16,Royal Pictures,6,4.1,29.19,55,Yes,6
JHS05878,Voyage: Ancient Echo,TV Show,Action,War Action,Hindi,India,2011,1/24/2011,U,,5,122,Do-yun Choi,2,Blue Motion Pictures,7.8,4.5,81.58,80.2,Yes,4
JHS01787,The Midnight Horizon,TV Show,Adventure,Expedition,Bengali,India,2006,1/9/2012,U/A 7+,,9,108,Sophie Roberts,16,Vivid Pictures,8.8,4.2,,79.7,Yes,7
JHS04421,Iron Alliance 3,Movie,Drama,Legal Drama,Kannada,India,2005,11/29/2005,A,164,,,Liam Murphy,19,Skyline Studios,4.2,3.7,43.16,37.3,No,1
JHS00092,Restless Chronicles,TV Show,Comedy,Dark Comedy,Marathi,India,2020,5/31/2020,U,,8,171,Anjali Menon,4,Nova Works,4.5,3.6,81.74,40.8,Yes,1
JHS08112,The Last Shadows 4,Movie,Reality,Survival Reality,Telugu,India,2024,5/24/2024,U/A 13+,108,,,Mia Kapoor,9,Prism Pictures,9.1,4.8,26.96,80.6,Yes,7
JHS09417,Last Echo 3,Movie,Drama,Coming of Age,Hindi,India,,8/20/2019,U/A 7+,139,,,Sanjay Nair,6,Lotus Productions,6.9,4.2,63.4,51.3,No,3
JHS06756,Hidden Horizon 2,Movie,Animation,3D Animation,English,UK,2021,3/18/2021,U/A 13+,150,,,Vikram Murphy,13,Starlight Works,5.9,4,25.6,52.2,No,4
JHS04553,Solitary Symphony 3,TV Show,Adventure,Road Trip,English,India,1996,9/3/2002,U/A 7+,,8,87,Karan Chopra,3,Starlight Studios,8,4.7,23.09,75,Yes,2
JHS01354,Frozen Odyssey,Movie,Family,Family Adventure,English,USA,2023,6/1/2023,U/A 13+,111,,,,19,Falcon Creations,8.5,5,107.5,73,Yes,2
JHS06322,Iron Labyrinth 3,Movie,Sports,Football Drama,Marathi,India,2010,6/6/2013,U,142,,,Seo-yeon Baker,14,Crimson Creations,7,4.2,20.38,68.9,No,2
JHS02338,Frozen Path,TV Show,Romance,Romantic Comedy,Malayalam,India,2024,4/19/2024,U/A 16+,,9,142,Kavya Bhatt,6,Coral Creations,7,4.2,119.88,61,No,3
JHS09371,The Frozen Labyrinth,Movie,Horror,Slasher,Bengali,India,2004,8/24/2004,A,197,,,Ethan Walker,13,North Films,4.1,4,15.12,41.5,Yes,5
JHS00431,Throne in the Whisper,Movie,Kids,Animated Kids,Marathi,India,1992,9/25/1998,U/A 7+,89,,,Ananya Hughes,3,Lotus Vision,7.3,4.2,36.34,54.7,No,5
JHS05755,Horizon: Shattered Dreams,Movie,Thriller,Techno Thriller,Tamil,India,2025,2/3/2025,U,89,,,Ananya Roberts,19,Royal Pictures,6,4.2,72.83,53.4,Yes,
JHS03155,Odyssey Legend of the Promise,Movie,Crime,Police Procedural,Telugu,India,2000,2/18/2002,U/A 13+,187,,,Rajesh Jung,10,North Studios,,4.3,19.96,68.4,No,1
JHS09613,Wild Circle 7,TV Show,Mystery,Detective,Hindi,India,2002,3/8/2004,U/A 7+,,11,189,Ravi Roberts,14,Orbit Vision,4.4,3.7,31.58,39.2,No,3
JHS08050,Symphony Rise of the Alliance 2,Movie,Sci-Fi,Space Opera,Hindi,India,2017,1/20/2017,U,,,,Sakura Clark,16,Echo Vision,6.6,3.9,43.89,60.7,Yes,1
JHS08902,Crimson Promise 7,Movie,Romance,Tragic Romance,Marathi,India,2000,8/17/2000,U/A 16+,159,,,Michael Watanabe,18,Vertex Productions,9.6,5,41.94,89.7,No,4
JHS09576,River: Shattered Promise,Movie,Romance,Second Chance Romance,Hindi,India,2017,2/10/2017,U/A 13+,87,,,Sanjay Murphy,13,Golden Media,6.3,4,18.17,62,Yes,2
JHS07593,Lost Odyssey 6,Movie,Fantasy,Fairy Tale,Hindi,India,1993,6/20/1995,U/A 13+,128,,,,20,Titan Media,6.8,4.2,,70.3,No,3
JHS02063,Scarlet Flame 3,TV Show,Documentary,Biography,Hindi,India,2023,6/28/2024,U/A 16+,,,,Sophie Singh,13,Nova Media,5.1,4,25.32,40.3,No,2
JHS05978,Eternal Warriors 6,Movie,Romance,Tragic Romance,Telugu,India,1992,1/13/1999,A,161,,,Sanjay Pillai,13,Echo Works,9.7,5,88.55,90.4,No,6
JHS05833,Throne Beyond the Symphony 2,TV Show,Sports,Football Drama,English,USA,2017,11/25/2020,U/A 13+,,9,64,Michael Lee,9,Ridge Motion Pictures,8.6,5,10.75,68.1,No,5
JHS00410,Bright Vendetta,Movie,Crime,Organized Crime,English,Canada,1991,11/25/1992,U/A 16+,144,,,Jason Hughes,3,Golden Media,7.3,4.2,19.54,72.5,No,1
JHS09713,Midnight River 3,Movie,Comedy,Romantic Comedy,Malayalam,India,2010,12/11/2014,A,84,,,Kenji Joshi,10,Pioneer Works,5.9,3.8,50.61,44.9,No,1
JHS06187,Fortress: Fading Legacy,TV Show,Drama,Period Drama,Bengali,India,2021,4/11/2021,U/A 7+,,10,149,Daniel Bhatt,13,North Works,6.6,4.3,116.97,62.6,No,4
JHS00137,Silent Voyage,TV Show,Thriller,Survival Thriller,English,,1996,5/16/2001,U,,11,241,Kavya Kulkarni,17,Prism Media,5.2,4,11.28,57.9,No,0
JHS03678,River: Scarlet Symphony,,Action,Martial Arts,Hindi,India,1992,7/22/2009,U/A 13+,117,,,Nikhil Menon,3,Starlight Motion Pictures,7.6,4.8,27.12,75.4,No,6
JHS02926,Mirage and the Odyssey,Movie,Action,Superhero,Telugu,India,1992,3/30/2005,U/A 13+,102,,,Sakura Choi,3,Vertex Works,5.6,3.9,30.66,55.9,No,4
JHS06802,Iron Mirage 4,Movie,Romance,Tragic Romance,Kannada,India,2009,1/14/2009,A,163,,,Ravi Collins,13,Zenith Entertainment,4.5,3.6,27.61,48.1,No,2
JHS06225,Horizon Tales of the Odyssey,Movie,Kids,Educational,Telugu,India,2025,1/17/2025,U/A 13+,172,,,Laura Watanabe,8,Skyline Works,8.2,4.6,70.92,75.1,No,3
JHS06582,Silver Whisper 3,Movie,Crime,Serial Killer,Kannada,India,2017,5/31/2019,U/A 7+,85,,,Anjali Khan,13,Maple Motion Pictures,5.7,4.2,30.01,37.8,Yes,2
JHS03721,Untold Promise,TV Show,Kids,Preschool,Bengali,India,2002,1/20/2006,U,,6,62,Ananya Morgan,3,Horizon Works,6.3,4.2,22.01,56.6,No,5
JHS05563,The Solitary Echo 2,Movie,Action,Martial Arts,English,USA,2009,4/16/2014,U/A 13+,205,,,Aarav Menon,5,Amber Creations,8.5,4.6,9.22,77.6,Yes,4
JHS09164,The Shattered Promise 2,TV Show,Family,Family Fantasy,Kannada,India,2024,5/19/2024,U/A 16+,,12,169,,7,Lotus Pictures,6.8,4.4,60.91,70.3,No,3
JHS04898,,Movie,Sci-Fi,Space Opera,Kannada,India,1991,10/19/1991,U/A 16+,214,,,Ethan Williams,3,Horizon Studios,4.2,3.5,32.4,35,Yes,2
JHS08662,The Lost Circle 2,Movie,Reality,Game Show,English,Australia,2001,8/10/2006,U/A 16+,76,,,Chris Kim,18,Orbit Entertainment,6.4,4.2,25.86,58.3,No,2
JHS06600,The Distant Empire 3,Movie,Animation,Stop Motion,Marathi,India,2001,3/4/2001,U/A 16+,211,,,Do-yun Walker,6,Royal Motion Pictures,9.3,5,93.23,92.1,Yes,3
JHS08831,Journey Beyond the Labyrinth,TV Show,Animation,Anime,Hindi,India,2013,2/12/2016,U/A 13+,,4,26,Meera Desai,9,Lotus Pictures,6.5,4.1,94.76,76.7,No,6
JHS02901,Labyrinth: Crimson Promise,Movie,Horror,Supernatural Horror,English,USA,2015,4/21/2019,U/A 16+,81,,,Suresh Bose,16,Emerald Pictures,4.5,3.6,33.65,47.3,No,2
JHS00533,Legacy: Shattered Chronicles,Movie,Fantasy,Fairy Tale,Telugu,India,2008,11/20/2009,U/A 7+,186,,,Sakura Desai,4,Cobalt Productions,4.9,3.7,22.29,44,Yes,5
JHS02281,The Solitary Warriors 3,Movie,Fantasy,Sword and Sorcery,Hindi,India,1992,12/31/2025,U/A 7+,168,,,Varun Chopra,17,Cobalt Creations,9.5,5,97.59,92.1,No,4
JHS07188,,Movie,Mystery,Supernatural Mystery,Telugu,India,2001,9/6/2005,U/A 13+,103,,,Liam Kim,16,Ridge Productions,4.2,3.5,14.7,41.1,Yes,6
JHS07768,Burning Flame 2,Movie,Crime,Serial Killer,Marathi,India,2001,9/16/2006,U/A 16+,128,,,Aarav Desai,16,Zenith Vision,8.8,,100.65,89,No,5
JHS07481,The Fading Fortress 2,Movie,Family,Animal Story,Tamil,India,2002,2/9/2011,U/A 7+,159,,,Ella Evans,16,Nova Entertainment,6.5,4.4,94.1,61.1,Yes,3
JHS08492,Throne: Crimson Frontier,Movie,Adventure,Sea Voyage,Tamil,India,2023,4/23/2023,U,114,,,Jason Rao,9,Maple Vision,6.9,4.1,30.81,69.6,No,1
JHS03892,Golden Promise 4,Movie,Adventure,Expedition,,India,2001,1/19/2004,U/A 13+,97,,,Rohan Wilson,9,Golden Vision,6.4,4.5,20.35,55,Yes,3
JHS00340,Broken Symphony,TV Show,Reality,Talent Show,Hindi,India,2020,10/27/2020,U/A 16+,,3,75,Pooja Clark,3,Horizon Works,9.5,4.7,95.66,90.8,No,1
JHS04636,Hidden Rebellion 3,TV Show,Drama,Coming of Age,Telugu,India,2002,5/12/2011,U/A 13+,,10,61,Divya Nair,17,Starlight Films,6.7,4.3,38.81,66,No,0
JHS05766,The Ancient Reckoning,Movie,Action,Gunfight Drama,Marathi,India,1999,4/25/2002,U/A 7+,90,,,Nikhil Mehta,2,Aurora Entertainment,5.2,4.1,7.61,55.1,Yes,1
JHS03598,Throne: Last Chronicles,TV Show,Horror,Zombie,Telugu,India,1994,6/26/2009,A,,1,17,Kavya Baker,8,Orbit Motion Pictures,5.8,3.9,46.61,43.8,No,4
JHS08553,Untold Path 5,Movie,Sci-Fi,Cyberpunk,Hindi,UK,2017,5/2/2019,U/A 7+,84,,,Ella Taylor,14,Royal Entertainment,8.5,,34.65,81.3,Yes,6
JHS08802,The Golden Path 4,,Reality,Survival Reality,Tamil,India,2008,3/7/2011,A,,2,22,Varun Pillai,10,Golden Studios,5.7,3.9,54.95,53.2,No,2
JHS01048,Reckoning: Wild Frontier,Movie,Comedy,Satire,Kannada,India,2002,7/15/2004,U/A 13+,139,,,Mia Reddy,3,Titan Pictures,8.1,4.4,33.61,81.8,No,2
JHS09559,Dark Circle 7,Movie,Kids,Fantasy Kids,Hindi,India,2008,2/17/2009,U,116,,,Hiroshi Rao,5,Horizon Entertainment,6.3,4.2,87.78,53.9,No,2
JHS00035,Radiant Kingdom,TV Show,Horror,Ghost Story,Marathi,India,1990,12/31/2025,U/A 13+,,1,16,James Anderson,9,Vivid Productions,4.5,3.5,10.24,42.3,No,2
JHS07512,Shadows Rise of the Empire,Movie,Comedy,Slapstick,Hindi,India,2019,4/29/2021,U,213,,,Vikram Rao,17,Lotus Pictures,6.1,3.6,12.82,53.8,No,2
JHS07450,Fortress Legend of the Legacy,TV Show,Fantasy,Sword and Sorcery,Marathi,India,2020,10/2/2020,U,,7,50,Lucas Kulkarni,15,Zenith Works,8.1,4.4,113.76,67.1,No,4
JHS09534,The Fading Whisper 5,TV Show,Drama,Social Drama,Kannada,India,1994,9/23/2002,U/A 13+,,7,60,Isha Verma,4,Prism Pictures,8,4.3,62.08,73.2,No,5
JHS05628,Secret Beyond the Echo,Movie,Kids,Educational,Telugu,India,2019,4/4/2019,U,202,,,Priya Anderson,11,Royal Creations,8.2,4.7,19.81,80.5,No,8
JHS05000,Last River 2,Movie,Comedy,Satire,Hindi,India,2022,2/19/2022,U/A 13+,168,,,Olivia Nair,16,Coral Vision,7.9,4.6,129.11,72.2,No,6
JHS09691,Sacred River 2,TV Show,Crime,Gangster,Hindi,India,2010,7/13/2011,A,,11,152,Divya Roberts,9,Emerald Creations,5.7,3.9,140.39,45.3,No,1
JHS04359,Journey: Restless Empire,Movie,Romance,Teen Romance,English,USA,2023,1/23/2024,U/A 13+,182,,,Kavya Gupta,12,Zenith Films,,4.3,41.44,54.7,No,2
JHS01917,The Golden Whisper 2,TV Show,Reality,Talent Show,English,Australia,2003,2/20/2007,U/A 13+,,2,27,Lucas Kulkarni,9,Titan Productions,5.6,3.8,12.58,49.2,No,2
JHS05248,Sacred Horizon 3,Movie,Adventure,Expedition,Bengali,India,2012,2/4/2019,U/A 16+,74,,,Mason Bose,15,Silver Media,8.7,4.6,141.86,86.6,No,1
JHS06393,Rising Whisper 3,TV Show,Kids,Animated Kids,Telugu,India,1996,2/25/1996,U/A 16+,,11,175,Sarah Baker,18,Titan Creations,6.8,4.1,64.29,56.9,No,1
JHS08769,The Midnight Flame 4,TV Show,Sci-Fi,Alien Invasion,Hindi,India,2016,11/21/2022,U/A 7+,,9,160,Sakura Jung,16,Coral Vision,8,4.5,28.46,74.4,No,2
JHS07035,Frontier Legend of the Frontier 2,TV Show,History,Ancient Civilization,Marathi,India,1994,6/13/1996,U/A 13+,,2,16,Yuki Bennett,8,Ridge Pictures,7.7,4.5,12.9,80.3,No,5
JHS07088,Vanishing Dreams 2,Movie,Reality,Dating Show,Telugu,India,1992,5/9/1997,U/A 13+,185,,,Do-yun Bhatt,3,Cobalt Films,4.7,3.6,16.35,40.7,No,1
JHS08774,Mirage: Silent Empire,Movie,Crime,Courtroom Drama,Telugu,India,2022,4/22/2022,U/A 13+,94,,,Rohan Singh,13,Royal Creations,5.2,4.1,35.85,48.4,Yes,1
JHS06464,Bright Circle,TV Show,Reality,Reality Drama,Hindi,India,2022,12/31/2025,U/A 7+,,8,197,Grace Bhatt,18,Aurora Creations,7,4.2,57.26,70.4,No,2
JHS07867,The Silent Dreams 2,Movie,Reality,Dating Show,English,USA,2011,12/15/2011,,126,,,Liam Mehta,7,Lotus Studios,7.1,,50.64,69.1,No,3
JHS06590,River: Silent Path,Movie,Adventure,Road Trip,Hindi,India,1997,11/28/2009,U/A 13+,210,,,Liam Hughes,5,Royal Motion Pictures,8.7,4.6,30.73,81.7,No,8
JHS06266,Voyage: Midnight Voyage,TV Show,Reality,Dating Show,Bengali,India,2023,,U/A 16+,,8,80,James Bose,6,Prism Vision,5.2,3.7,37.83,46.5,Yes,2
JHS02838,Labyrinth Beyond the Dreams 2,Movie,Drama,Family Drama,Tamil,India,2024,11/10/2024,U/A 7+,143,,,Chloe Morgan,6,Ridge Motion Pictures,9.4,5,52.82,84,Yes,6
JHS03769,Odyssey: Untold Shadows,TV Show,Sci-Fi,Time Travel,English,UK,2012,1/9/2013,,,9,207,Laura Walker,14,Royal Films,7.2,4.5,55.49,57.3,No,6
JHS06326,Echo: Eternal Labyrinth,Movie,Mystery,Psychological Mystery,English,India,2020,5/4/2022,U/A 13+,199,,,Ananya Taylor,6,Titan Vision,9.4,5,58.75,90.5,No,3
JHS03681,Warriors Tales of the Circle,Movie,Sci-Fi,Dystopian,Hindi,India,1998,3/1/2000,A,85,,,Nikhil Johnson,10,Summit Pictures,7.8,4.4,54.04,69.4,No,2
JHS00498,Fading Circle,Movie,Animation,Anime Action,Hindi,India,2004,10/7/2015,U/A 16+,149,,,Grace Menon,18,Pioneer Creations,9.3,4.9,140.52,84.2,Yes,9
JHS01860,The Scarlet Mirage 2,Movie,Comedy,Slapstick,Hindi,India,2009,8/3/2017,U/A 13+,182,,,Suresh Lee,14,Echo Films,7,4.4,31.29,61.8,Yes,4
JHS02479,Fading Path 2,Movie,Horror,Ghost Story,Hindi,India,2020,5/7/2020,,108,,,Liam Collins,20,Royal Studios,4.6,3.7,41.91,40.6,No,3
JHS05104,Untold Symphony 3,Movie,Horror,Psychological Horror,Hindi,India,2011,12/14/2014,U/A 7+,82,,,Jisoo Pillai,7,Amber Films,9.2,4.9,53.78,77,Yes,4
JHS05122,,TV Show,Thriller,Crime Thriller,Hindi,India,2004,3/13/2007,U/A 13+,,4,77,Sanjay Williams,4,Skyline Pictures,8.2,4.7,96.71,75.7,No,6
JHS03988,The Untold Secret,Movie,Crime,Heist,Tamil,India,2014,2/12/2016,U/A 13+,202,,,Grace Wright,20,Royal Motion Pictures,6.5,4.2,13.5,52.1,Yes,2
JHS07672,Iron River,Movie,Mystery,Missing Person,Hindi,India,2023,12/31/2025,U/A 7+,215,,,Rajesh Tanaka,9,Royal Vision,8.8,4.3,68.22,82.6,No,2
JHS03080,Secret Tales of the Flame,Movie,Crime,Gangster,Telugu,India,2021,1/2/2021,U/A 16+,167,,,Emily Kulkarni,17,Ridge Studios,5.5,3.7,42.5,36.2,Yes,1
JHS06256,Warriors in the Storm,Movie,Drama,Social Drama,Hindi,India,1992,8/13/1992,U,70,,,Ethan Taylor,15,Zenith Media,6.4,4.4,59.59,53.9,No,3
JHS00998,Reckoning Legend of the Alliance,TV Show,Horror,Supernatural Horror,Marathi,India,2023,12/14/2023,,,3,78,Chloe Jung,4,Lotus Entertainment,5.4,3.8,32.76,44.3,No,4
JHS06729,Fading Dreams 4,TV Show,Animation,Stop Motion,English,UK,2024,2/5/2024,U/A 13+,,6,52,David Watanabe,4,Crimson Pictures,8,4.5,70.27,89.3,No,3
JHS03684,The Endless Fortress 2,TV Show,Reality,Talent Show,Hindi,India,2005,9/25/2008,U/A 7+,,3,46,Sophie Edwards,9,Phoenix Works,6.3,4.2,36.39,58.9,Yes,1
JHS01663,The Silver Dreams 2,Movie,Kids,Musical Kids,Telugu,India,2022,3/25/2022,U/A 16+,135,,,Lucas Reddy,6,Emerald Works,7.4,4.7,8.41,55.9,No,3
JHS03717,The Vanishing River 2,Movie,Action,Superhero,Kannada,India,1990,3/28/1991,U/A 7+,71,,,Vikram Kulkarni,4,Titan Pictures,6,4.1,55.41,60.1,,2
JHS07527,Midnight Voyage 3,TV Show,Sci-Fi,Space Opera,English,India,2004,8/11/2006,U/A 13+,,10,81,Arjun Rao,6,Maple Films,6.7,4.3,33.68,60.5,Yes,3
JHS08998,Midnight Promise 6,Movie,Drama,Family Drama,Hindi,India,2007,6/17/2008,U,87,,,Daniel Walker,16,Horizon Productions,8.3,4.6,70.1,64.6,Yes,7
JHS00235,Chronicles: Last Storm,Movie,Fantasy,Dark Fantasy,Marathi,India,2021,11/23/2021,U/A 16+,155,,,Harper Bose,17,North Films,5.2,4,79.86,41.8,Yes,2
JHS03524,Ancient Symphony,Movie,History,War History,English,Australia,2004,8/17/2004,U,187,,,Divya Clark,8,Nova Studios,7.6,4.6,65.36,65,No,2
JHS02082,Distant Odyssey 2,Movie,Drama,Coming of Age,Hindi,India,2016,7/13/2019,U/A 7+,192,,,Liam Sato,7,Crimson Motion Pictures,8.6,4.8,69.06,76.6,Yes,6
JHS08694,Secret in the Symphony 3,Movie,Thriller,Political Thriller,Hindi,India,2008,5/3/2012,U/A 13+,118,,,Laura Evans,4,Summit Entertainment,8.5,4.6,43.34,77.1,Yes,5
JHS01118,Warriors: Rising River,Movie,Mystery,Psychological Mystery,Marathi,India,2015,7/11/2019,U/A 13+,206,,,Nikhil Choi,14,Lotus Pictures,4.7,3.8,5.43,49.5,No,
JHS04047,Throne of Throne,Movie,Family,Family Adventure,English,Australia,1990,3/25/1990,A,107,,,Rajesh Smith,11,Maple Works,7.8,4.5,23.88,63.1,,4
JHS00199,Storm and the Empire,TV Show,Family,Animal Story,English,India,2001,8/22/2009,U,,7,111,Mia Williams,17,Golden Pictures,7.1,4.3,73.76,69,No,5
JHS09117,Fortress Tales of the Empire,Movie,Adventure,Jungle Adventure,English,Canada,1997,11/16/2000,U/A 16+,155,,,Sophie Kapoor,11,Phoenix Works,8.7,4.7,66.24,85.3,No,4
JHS06160,The Last Journey 3,TV Show,Sports,Olympic Story,Telugu,India,2007,4/21/2007,U/A 16+,,9,173,Varun Chopra,9,Royal Motion Pictures,9.4,4.9,43.34,92.5,No,2
JHS08465,The Solitary Warriors 5,TV Show,Sports,Boxing,Tamil,India,2005,11/27/2009,U,,11,217,Kavya Bhatt,16,Vertex Media,9,4.7,22.71,79.8,No,4
JHS07376,Shadows Beyond the Vendetta,Movie,Sports,Underdog Sports,Bengali,India,2007,7/8/2007,U/A 16+,129,,,Liam Edwards,16,Vertex Motion Pictures,8.4,4.6,39.4,75.2,No,2
JHS03669,Golden Shadows,TV Show,Animation,Cartoon Comedy,Bengali,India,2025,3/17/2025,U/A 7+,,10,230,Suresh Sato,,,8.8,4.6,41.41,80.6,,1
JHS05791,Hidden Path 7,TV Show,Thriller,Techno Thriller,English,UK,2013,12/14/2014,U/A 13+,,4,53,Sanjay Reddy,9,Blue Creations,,4.7,19.6,84.9,No,12
JHS05941,River: Midnight Whisper,Movie,History,Royal History,English,USA,2005,3/3/2005,U/A 13+,176,,,Sanjay Lee,12,Titan Films,7.9,4.6,20.11,65.5,No,1
JHS00548,The Broken Path,Movie,Action,Action Comedy,Marathi,India,2015,4/26/2015,U/A 7+,80,,,Aarav Bailey,6,Nova Pictures,9.3,4.8,24.98,91.6,No,10
JHS08276,Warriors: Midnight Legacy,Movie,Thriller,Crime Thriller,Hindi,India,2002,12/31/2025,U/A 13+,,,,Isha Smith,20,Nova Pictures,9,4.6,25.7,85.1,No,3
JHS04038,Throne and the Warriors,TV Show,Horror,Ghost Story,Hindi,India,2024,12/31/2025,U/A 16+,,5,89,Sanjay Pillai,19,Nova Vision,8.9,4.7,18.26,68.3,No,4
JHS07082,Hidden Reckoning 4,Movie,Mystery,Psychological Mystery,Hindi,India,1998,6/2/2004,U,76,,,Mia Johnson,,Zenith Works,8.7,5,43.6,72.8,No,7
JHS01888,The Distant Vendetta,Movie,Fantasy,Mythological,Marathi,India,,11/19/2014,U,193,,,Mia Wilson,11,Cobalt Creations,8.8,4.6,56.9,84,Yes,6
JHS03205,The Restless Chronicles 2,Movie,Action,Gunfight Drama,Hindi,India,2019,7/16/2019,U/A 7+,191,,,Aarav Chopra,16,Amber Films,6.2,3.7,29.53,54.9,No,0
JHS00565,The Burning Fortress,TV Show,Thriller,Techno Thriller,English,UK,2021,7/4/2021,A,,8,144,David Choi,2,Horizon Media,,4.1,47.41,41.7,No,2
JHS04791,The Frozen River 3,TV Show,Drama,Medical Drama,Telugu,India,2019,4/29/2022,U,,4,23,Olivia Kulkarni,8,Coral Pictures,4.9,3.6,42.03,37.3,No,1
JHS08443,Throne of the Rebellion,Movie,Comedy,Sitcom,Hindi,India,2015,3/12/2018,U/A 16+,99,,,Aarav Nair,16,Royal Works,9.5,4.7,241.65,91.2,No,1
